Timestamp	Object Id	Object Name	GPS	Water Flow (L)	Mest Flow (L)	Geleidbaarheid (uS)	GPS Stats	Battery Power (V)
26/01/2016 16:10	29	Green Duo	"{""lat"":52.215534,""lng"":6.819523,""satellites"":7,""date"":""260116"",""time"":""151118""}"	"-0,026042"	"-0,023898"	0		
26/01/2016 16:10	29	Green Duo	"{""lat"":52.215523,""lng"":6.819525,""satellites"":5,""date"":""260116"",""time"":""151123""}"	"-0,026042"	"-0,023898"	0		
26/01/2016 16:10	29	Green Duo	"{""lat"":52.215511,""lng"":6.819525,""satellites"":5,""date"":""260116"",""time"":""151128""}"	"-0,026042"	"-0,023898"	0		
26/01/2016 16:10	29	Green Duo	"{""lat"":52.215496,""lng"":6.819533,""satellites"":5,""date"":""260116"",""time"":""151133""}"	"-0,026042"	"-0,023898"	0		
26/01/2016 16:11	29	Green Duo	"{""lat"":52.215500,""lng"":6.819541,""satellites"":7,""date"":""260116"",""time"":""151138""}"	"-0,026042"	"-0,023898"	0		
26/01/2016 16:11	29	Green Duo	"{""lat"":52.215508,""lng"":6.819549,""satellites"":6,""date"":""260116"",""time"":""151143""}"	"-0,026042"	"-0,023898"	0		
26/01/2016 16:11	29	Green Duo	"{""lat"":52.215496,""lng"":6.819547,""satellites"":7,""date"":""260116"",""time"":""151148""}"	"-0,026042"	"-0,023898"	0		
26/01/2016 16:11	29	Green Duo	"{""lat"":52.215485,""lng"":6.819550,""satellites"":6,""date"":""260116"",""time"":""151153""}"	"-0,026042"	"-0,023898"	0		
26/01/2016 16:11	29	Green Duo	"{""lat"":52.215500,""lng"":6.819560,""satellites"":7,""date"":""260116"",""time"":""151158""}"	"-0,026042"	"-0,023898"	0		
26/01/2016 16:11	29	Green Duo	"{""lat"":52.215523,""lng"":6.819562,""satellites"":7,""date"":""260116"",""time"":""151203""}"	"-0,026042"	"-0,023898"	0		
26/01/2016 16:11	29	Green Duo	"{""lat"":52.215508,""lng"":6.819554,""satellites"":7,""date"":""260116"",""time"":""151208""}"	"-0,026042"	"-0,023898"	0		
26/01/2016 16:11	29	Green Duo	"{""lat"":52.215511,""lng"":6.819548,""satellites"":7,""date"":""260116"",""time"":""151213""}"	"-0,026042"	"-0,023898"	0		
26/01/2016 16:11	29	Green Duo	"{""lat"":52.215508,""lng"":6.819539,""satellites"":6,""date"":""260116"",""time"":""151218""}"	"-0,026042"	"-0,023898"	0		
